uid,Velocity_3mon_ClkNum_per_uid,Velocity_3mon_pid_per_uid,Velocity_3mon_pidParam_per_uid,Velocity_LtoN_intervalPerClk_per_uid,Velocity_3mon_uMax_upid_per_uid,Velocity_3mon_Max_pid_per_uid,Velocity_3mon_uMax_upidParam_per_uid,Velocity_3mon_Max_pidParam_per_uid,Velocity_EtoNavg_intervalPerClk_per_uid
481,93,6,10,33,0.7419,0.0946,0.6344,0.0304,80.4731
482,1129,7,24,34,0.636,0.9846,0.217,0.1263,74.6528
484,180,9,16,34,0.5278,0.1303,0.1722,0.016,67.9167
485,69,4,6,36,0.6957,0.1991,0.6957,0.0247,71.4348
486,361,8,21,30,0.5789,0.2866,0.2659,0.0495,69.1524
487,53,5,9,33,0.8491,0.1898,0.434,0.0119,51.6226
488,77,4,10,34,0.6234,0.0658,0.3636,0.0144,68.7273
489,432,7,17,31,0.8125,1.4562,0.3866,0.0861,91.5579
490,69,3,5,36,0.6812,0.1645,0.5797,0.0206,71.4928
493,12,4,5,57,0.6667,0.011,0.5,0.0031,57
494,19,4,4,34,0.6842,0.0613,0.5789,0.0057,86.4211
496,82,5,9,31,0.622,0.2404,0.2927,0.0124,86.8902
497,3,1,1,92,1,0.0019,1,0.0015,92.6667
499,105,5,18,42,0.5714,0.0823,0.181,0.0098,69.5524
500,97,7,13,33,0.701,0.0932,0.3814,0.0191,81.7938
501,225,7,11,31,0.7733,0.8201,0.4622,0.0536,75.9067
503,232,9,21,37,0.4052,0.1289,0.2802,0.0335,85.181
504,76,4,8,42,0.4342,0.0869,0.5395,0.0211,81.5921
505,27,4,12,55,0.5556,0.0633,0.2222,0.0031,85.6667
506,5,2,3,76,0.8,0.0025,0.6,0.0015,77.6
509,97,8,15,34,0.5361,0.0713,0.3814,0.0191,79.701
510,38,4,6,38,0.6053,0.0315,0.4737,0.0093,76.1316
511,109,9,17,48,0.3761,0.0562,0.4495,0.0253,82.6697
513,120,6,17,38,0.4083,0.0672,0.3917,0.0242,82.925
514,1,1,1,91,1,0.0006,1,0.0005,91
515,169,10,27,31,0.3728,0.0864,0.1775,0.0155,54.0237
516,237,9,18,30,0.7131,0.2317,0.4726,0.0577,80.4684
517,18,5,5,62,0.6111,0.0151,0.5556,0.0052,93
518,17,3,4,44,0.5882,0.0263,0.7059,0.0062,87.2353
519,56,6,10,32,0.3929,0.1037,0.4464,0.0129,73.7321
520,20,3,6,34,0.7,0.049,0.5,0.0052,68.75
521,1,1,1,113,1,0.0002,1,0.0052,113
522,65,6,13,31,0.3692,0.0329,0.3077,0.0103,72.8154
524,155,3,15,37,0.8065,0.1714,0.329,0.0263,76.2903
525,406,10,25,30,0.266,0.1481,0.3054,0.0639,85.5911
526,55,5,8,34,0.7455,0.1932,0.4364,0.0124,58.9455
527,97,6,12,50,0.6495,0.0864,0.2577,0.0129,90.0515
528,83,5,13,34,0.3976,0.0453,0.3614,0.0155,86.3976
530,25,4,6,38,0.48,0.0566,0.44,0.0057,58.44
531,9,3,6,55,0.6667,0.0283,0.2222,0.001,107.6667
533,145,8,19,36,0.2897,0.0576,0.2276,0.017,76.0759
536,30,6,11,36,0.3,0.0123,0.3333,0.0052,45
537,30,4,7,47,0.8,0.0329,0.5,0.088,79.0667
538,39,4,9,30,0.7949,0.1184,0.7436,0.0149,75.6667
539,252,8,12,32,0.7063,0.7508,0.5675,0.0737,79.1468
540,31,4,10,40,0.5484,0.0233,0.2903,0.0046,82.8065
541,33,6,9,42,0.5758,0.0261,0.5758,0.0098,77.5152
542,13,3,3,49,0.5385,0.033,0.4615,0.0031,76.6154
543,15,4,8,96,0.3333,0.0191,0.2,0.0015,104
544,129,9,12,32,0.4109,0.0727,0.3721,0.0247,71.3798
545,126,6,8,34,0.4921,0.2572,0.5079,0.033,81.0952
546,28,4,5,33,0.8214,0.097,0.5714,0.0082,76.6429
547,65,6,10,31,0.6308,0.1701,0.6462,0.0216,78.5538
551,96,8,15,33,0.6875,0.0905,0.375,0.0186,75.2396
552,77,4,11,36,0.4286,0.1155,0.3247,0.0129,67.1818
553,276,7,16,30,0.4746,0.1796,0.5072,0.0721,72.7935
554,55,4,4,34,0.6364,0.0921,0.4,0.0113,91.1455
555,375,4,15,31,0.848,1.3193,0.5307,0.1026,82.1067
556,298,7,19,38,0.6711,0.2743,0.2483,0.0381,82.8188
557,199,9,14,30,0.5075,0.1385,0.2362,0.0242,79.7085
558,388,10,16,31,0.5052,0.2688,0.3428,0.0685,88.3093
559,75,7,13,30,0.5067,0.1603,0.3467,0.0134,64.6933
560,122,5,11,30,0.9344,0.5373,0.7787,0.049,70.3934
561,12,4,6,36,0.5833,0.0096,0.5,0.0031,51.5833
562,469,7,16,36,0.8252,0.5307,0.5288,0.1278,79.8017
563,205,10,25,30,0.2976,0.0836,0.3415,0.0361,60.5268
564,15,5,5,48,0.4667,0.0295,0.4,0.0031,59.7333
565,427,8,24,30,0.3466,0.203,0.2131,0.0469,81.644
566,27,6,7,48,0.3704,0.0137,0.3333,0.0046,99.4815
568,12,5,6,33,0.3333,0.0189,0.4167,0.0026,84.8333
569,80,10,11,34,0.6875,0.0754,0.425,0.0175,80.8875
570,48,4,6,35,0.6875,0.1555,0.6042,0.0149,66.875
571,248,9,19,31,0.3145,0.107,0.3024,0.0387,65.1492
572,166,7,10,35,0.8072,0.1838,0.4819,0.0412,80.2289
573,95,5,6,34,0.6737,0.3016,0.4842,0.0237,77.2842
574,92,3,5,30,0.5978,0.1448,0.5652,0.0268,85.4674
575,45,4,4,30,0.8222,0.0974,0.7333,0.017,65.7778
576,90,4,11,32,0.5444,0.1872,0.4889,0.0227,84.8333
578,141,4,7,32,0.6383,0.315,0.5461,0.0397,79.1206
579,147,8,13,36,0.4898,0.0987,0.4422,0.0335,80.0272
580,114,5,8,31,0.9211,0.4012,0.7368,0.0433,72.0351
581,10,2,3,50,0.9,0.0344,0.8,0.03,73.1
582,118,8,13,32,0.7034,0.1138,0.3475,0.0211,67.9661
583,512,9,22,30,0.4844,0.3401,0.3262,0.0861,90.6133
584,175,7,13,32,0.4457,0.329,0.2914,0.0263,90.8743
586,86,8,12,43,0.6279,0.2278,0.2791,0.0124,86.3256
587,39,6,7,40,0.7179,0.1162,0.4615,0.0093,59.5385
588,5,3,4,103,0.4,0.0094,0.4,0.001,106.6
589,47,6,7,35,0.4255,0.0274,0.4468,0.0108,77.0851
590,246,5,12,30,0.8049,0.8352,0.5041,0.0639,86.3902
591,27,6,11,57,0.3333,0.038,0.2963,0.0041,95.7778
592,191,5,7,30,0.5026,0.1316,0.4712,0.0464,70.9686
593,18,3,7,49,0.5556,0.0137,0.3889,0.1128,98.7778
594,97,4,10,38,0.7732,0.1028,0.3196,0.016,86.2371
595,35,5,9,44,0.6857,0.0917,0.5143,0.0093,91.4571
596,28,5,9,61,0.3571,0.0137,0.2857,0.0041,98.2143
597,149,8,13,30,0.7315,0.1495,0.3221,0.0247,80.9799
598,52,6,9,35,0.5192,0.1139,0.3654,0.0098,58.9038
599,17,3,5,39,0.8235,0.049,0.7059,0.0062,59.0588
600,29,3,7,39,0.6552,0.0801,0.3448,0.0052,58.3793
602,135,7,15,48,0.8074,0.1495,0.3556,0.0247,82.1556
603,65,4,6,30,0.9231,0.2828,0.6923,0.0232,75.1846
604,7,2,4,83,0.5714,0.014,0.4286,0.0108,104.1429
605,12,5,4,43,0.4167,0.0069,0.6667,0.0041,43
606,33,4,5,36,0.5758,0.0895,0.4848,0.0082,59.3636
608,7,2,5,40,0.5714,0.0025,0.2857,0.001,67.1429
610,79,5,4,39,0.8101,0.1685,0.481,0.0196,79
611,34,5,9,36,0.7059,0.0329,0.3235,0.0057,43.8529
612,16,1,5,41,1,0.0039,0.25,0.0022,89.5
613,463,8,19,30,0.6479,0.4114,0.3283,0.0783,77.2765
614,101,5,14,35,0.7822,0.1083,0.3663,0.0191,70.4653
615,102,4,8,31,0.9314,0.3941,0.8824,0.0464,76.402
616,22,5,5,38,0.5455,0.0458,0.4545,0.0052,54.3636
617,272,7,16,33,0.7169,0.2674,0.3529,0.0495,81.761
618,219,8,27,30,0.4703,0.1412,0.2466,0.0278,94.7306
619,35,5,7,35,0.6571,0.097,0.6286,0.0113,88.2857
620,146,7,15,30,0.8288,0.5104,0.3493,0.0263,81.6644
622,101,6,10,33,0.6436,0.0891,0.5347,0.0278,79.3465
623,134,5,13,35,0.806,0.2843,0.4104,0.0283,78.903
624,4,1,2,112,1,0.001,0.5,0.003,114.5
625,211,8,18,33,0.7156,0.6369,0.2512,0.0273,76.6445
626,86,6,8,33,0.5698,0.2033,0.5465,0.0242,82.6628
627,281,6,9,30,0.5943,0.7044,0.3096,0.0448,67.7224
629,43,9,10,39,0.6047,0.0357,0.2093,0.0046,99.6279
630,10,5,4,47,0.3,0.0115,0.4,0.0021,62.8
631,338,7,14,30,0.6036,0.8605,0.2959,0.0515,73.1479
633,112,9,19,33,0.3839,0.059,0.2054,0.0119,57.6607
634,39,3,5,33,0.8462,0.1392,0.5641,0.0113,61.3077
635,11,2,3,50,0.9091,0.0137,0.8182,1.0446,77.7273
636,101,6,13,33,0.6337,0.0878,0.4356,0.0227,78.2673
637,213,9,16,31,0.5258,0.1536,0.3239,0.0356,77.169
638,135,5,13,32,0.8,0.4481,0.3111,0.0216,72.2815
639,173,9,24,33,0.4798,0.1138,0.185,0.0165,79.5434
640,12,1,3,37,1,0.0029,0.5833,0.0038,84.75
641,25,6,5,34,0.64,0.0754,0.76,0.0098,85.2
642,80,6,9,42,0.4125,0.1369,0.3375,0.0139,87.475
644,31,4,5,31,0.5484,0.0448,0.4194,0.0067,59.2903
647,135,7,17,33,0.4222,0.0782,0.3704,0.0258,89.0148
648,341,8,15,31,0.824,0.3853,0.5689,0.1,79.7361
649,82,5,13,34,0.5,0.1079,0.3659,0.0155,77.3415
650,172,8,18,34,0.5,0.1179,0.2674,0.0237,87.5988
651,159,7,18,34,0.4843,0.1056,0.2138,0.0175,76.327
652,3,2,3,111,0.6667,0.0053,0.3333,0.0005,113
653,82,7,11,34,0.561,0.194,0.3049,0.0129,67.3171
654,813,8,22,30,0.5252,0.5855,0.262,0.1098,90.69
655,8,3,5,50,0.625,0.0236,0.25,0.001,56.375
656,13,1,4,47,1,0.0031,0.3846,0.0027,98.3077
657,1,1,1,113,1,0.0002,1,0.0005,113
658,28,6,9,44,0.3571,0.0137,0.2143,0.0031,90.1429
659,64,3,9,34,0.7031,0.0286,0.3281,0.0108,81.5
660,159,5,11,31,0.8679,0.1892,0.7925,0.0649,64.5723
661,115,8,14,33,0.3826,0.1856,0.487,0.0289,76.4696
662,73,7,7,30,0.6712,0.2067,0.3425,0.0129,81.4521
663,235,10,24,34,0.6426,0.2071,0.2681,0.0325,56.7872
665,90,8,15,39,0.3556,0.0439,0.3222,0.0149,80.4
666,100,5,10,34,0.46,0.1757,0.4,0.0206,83.75
667,5,2,2,42,0.8,0.014,0.6,0.0015,42
668,40,5,11,33,0.575,0.0879,0.6,0.0124,57.425
669,134,8,16,36,0.3881,0.0713,0.403,0.0278,100.6269
670,26,4,10,36,0.4231,0.042,0.1923,0.0026,73.5769
671,19,5,8,42,0.5789,0.0464,0.4737,0.0046,73.8421
672,149,8,13,31,0.443,0.0905,0.4228,0.0325,82.2081
673,77,8,17,31,0.6753,0.0713,0.3636,0.0144,73.4156
674,244,10,16,37,0.373,0.1248,0.377,0.0474,92.0779
676,531,9,15,30,0.6987,1.5649,0.3635,0.0995,75.177
677,12,1,2,69,1,0.0029,0.8333,0.0055,94
681,23,5,9,33,0.5217,0.0566,0.4348,0.0052,84.1304
682,83,7,12,32,0.759,0.2657,0.494,0.0211,79.3133
683,1,1,1,68,1,0.0002,1,0.0015,68
684,7,4,5,30,0.4286,0.0141,0.4286,0.0015,84.5714
685,666,8,31,30,0.5736,0.5238,0.1772,0.0608,58.5961
686,44,6,9,55,0.4318,0.0801,0.3864,0.0088,83.4318
687,8,2,4,51,0.875,0.0184,0.375,0.0015,64.5
688,84,8,14,31,0.3571,0.0411,0.3095,0.0134,74.9286
689,42,9,13,30,0.1905,0.011,0.2619,0.0057,50.6429
690,29,2,3,49,0.6897,0.0127,0.6207,0.0093,81.6207
691,26,5,6,46,0.6154,0.0754,0.3462,0.0046,85.7692
692,81,8,11,33,0.4691,0.0521,0.4444,0.0186,91.4691
693,180,8,11,33,0.7611,0.1879,0.3722,0.0345,81.6222
694,67,8,13,34,0.4478,0.1265,0.2687,0.0093,54.8507
695,11,2,7,74,0.5455,0.021,0.3636,0.0021,84.6364
696,391,9,19,30,0.578,0.9533,0.4143,0.0835,69.5371
697,127,9,18,30,0.4961,0.0864,0.2047,0.0134,63.315
700,79,10,14,36,0.5316,0.0576,0.557,0.0227,69.6582
701,7,2,2,62,0.8571,0.0038,0.5714,0.0021,68.8571
702,55,5,8,47,0.6727,0.1561,0.5091,0.0144,101.8364
703,13,6,8,35,0.3077,0.0055,0.3077,0.0021,60.1538
704,756,9,22,30,0.5608,0.5814,0.2063,0.0804,78.3188
706,7,2,2,78,0.8571,0.0038,0.8571,0.0031,106.2857
708,42,5,8,36,0.4762,0.0943,0.4048,0.0088,60.381
709,114,9,15,65,0.3421,0.0535,0.1754,0.0103,93.0351
711,33,5,9,37,0.3636,0.0498,0.4242,0.0072,76.6364
712,63,6,10,55,0.6825,0.1643,0.2381,0.0077,81.9683
713,404,9,27,32,0.3738,0.2071,0.2228,0.0464,78.7748
714,276,8,15,33,0.8587,0.9997,0.4058,0.0577,80.1196
717,88,5,14,38,0.5,0.0603,0.2273,0.0103,86.6477
719,3,1,1,67,1,0.0019,1,0.0015,67
720,26,3,5,53,0.8846,0.1084,0.4615,0.0062,88.4615
721,84,7,17,37,0.6786,0.2404,0.2024,0.0088,86.3929
723,106,6,12,45,0.4151,0.0603,0.3208,0.0175,91.6887
724,5,3,3,34,0.4,0.0084,0.4,0.001,83.2
725,170,10,18,34,0.3294,0.0768,0.2176,0.0191,78.3412
728,167,9,20,31,0.3952,0.0905,0.3413,0.0294,79.0659
729,120,6,13,30,0.7083,0.3526,0.375,0.0232,78.9083
730,156,10,14,34,0.2885,0.0617,0.5064,0.0407,76.5833
731,420,10,30,30,0.3714,0.2139,0.2119,0.0459,59.319
732,31,6,8,32,0.6129,0.0261,0.6452,0.0103,79.2258
737,123,9,17,38,0.4715,0.0795,0.2358,0.0149,66.2276
738,2,2,2,67,0.5,0.0047,0.5,0.0005,67
739,25,6,8,36,0.6,0.0206,0.44,0.0057,64.32
740,8,4,4,47,0.625,0.0236,0.625,0.0026,98
741,310,9,18,30,0.5677,0.7424,0.2839,0.0454,77.2774
743,182,7,11,31,0.9121,0.7002,0.5275,0.0495,85.0275
744,23,6,7,42,0.3478,0.0332,0.2609,0.0031,79.913
745,140,5,10,33,0.5,0.2953,0.4643,0.0335,83.6571
746,346,10,30,30,0.4942,0.2345,0.2399,0.0428,83.3613
747,216,8,22,33,0.7083,0.2098,0.1806,0.0201,66.5417
748,417,9,27,31,0.3429,0.1961,0.2302,0.0495,76.211
749,51,6,10,33,0.6471,0.1392,0.3137,0.0082,70.4118
750,24,3,8,51,0.7083,0.0595,0.25,0.0031,78.3333
751,36,8,10,34,0.3056,0.0456,0.5278,0.0098,59.2778
752,2,2,2,47,0.5,0.0035,0.5,0.0047,71
753,27,5,8,32,0.3704,0.0471,0.4444,0.0062,70.037
754,41,5,10,30,0.3902,0.0664,0.2927,0.0062,80.3659
755,29,5,8,31,0.4138,0.0506,0.3103,0.0046,77.4138
756,441,5,10,30,0.5918,1.2301,0.3651,0.083,77.6485
757,5,2,2,96,0.8,0.0189,0.8,0.0021,96
758,98,5,6,32,0.8265,0.3417,0.7959,0.0402,85.1837
761,88,6,11,31,0.7045,0.2615,0.2273,0.0103,82.1591
762,60,5,6,43,0.8,0.1834,0.5667,0.0175,91.1167
763,127,8,13,40,0.4803,0.0836,0.378,0.0247,87.811
764,24,3,10,44,0.5,0.0165,0.3333,0.1377,90.9583
765,249,9,14,34,0.7028,0.24,0.7229,0.0928,81.3936
767,73,5,16,36,0.4384,0.0439,0.2466,0.0093,69.5753
768,42,5,9,41,0.7143,0.1245,0.5476,0.0119,78.0952
769,99,4,9,37,0.5758,0.2686,0.3636,0.0186,79.697
770,34,4,9,38,0.4118,0.0581,0.3235,0.0057,65.5
771,100,7,11,35,0.74,0.3121,0.29,0.0149,73.17
772,19,4,6,32,0.5789,0.0518,0.3684,0.0036,60.0526
774,107,4,9,30,0.8598,0.3515,0.729,0.0402,73.2991
775,1033,9,20,30,0.6525,0.9242,0.4172,0.2221,75.122
776,57,9,12,31,0.5614,0.0439,0.2281,0.0067,92.5789
778,88,3,7,32,0.9318,0.0522,0.6705,0.0304,81.4886
780,57,5,4,40,0.7544,0.1814,0.5789,0.017,81.8421
781,132,8,18,32,0.6364,0.1152,0.1894,0.0129,63.2197
782,63,6,12,34,0.5397,0.1434,0.3651,0.0119,58.0317
783,2,1,2,116,1,0.0013,0.5,0.0005,116
784,3,1,1,36,1,0.0079,1,0.0176,36
785,39,7,7,49,0.3333,0.0178,0.4615,0.0093,80.7949
786,183,8,16,30,0.8251,0.2071,0.623,0.0587,73.6284
787,7,5,4,47,0.4286,0.0115,0.5714,0.0021,47
791,269,9,20,35,0.4201,0.155,0.2528,0.035,81.3011
792,14,5,10,37,0.3571,0.0069,0.2857,0.0021,63.7857
793,87,9,13,32,0.4138,0.1519,0.4138,0.0186,72.4023
794,17,5,9,35,0.3529,0.0082,0.3529,0.0031,62.5882
795,53,5,7,42,0.5094,0.1032,0.3774,0.0103,79.6792
796,27,3,4,33,0.7037,0.0121,0.4074,0.0057,73.5185
797,200,7,11,34,0.66,0.5476,0.565,0.0582,87.63
798,146,7,14,31,0.4726,0.0946,0.274,0.0206,72.3082
799,58,8,17,61,0.3276,0.0261,0.3793,0.0113,94.1034
800,1384,8,19,31,0.6134,3.5812,0.3909,0.2788,88.2269
801,15,1,4,60,1,0.0036,0.4667,0.0038,69.6667
802,26,5,5,66,0.6923,0.0247,0.6154,0.0082,82.2692
804,116,4,9,31,0.5776,0.2345,0.5776,0.0345,82.0086
805,265,9,16,32,0.5094,0.5694,0.3132,0.0428,73.4151
806,19,5,8,32,0.4737,0.0373,0.3684,0.0036,64.7368
807,76,5,11,31,0.6316,0.1991,0.5,0.0196,81.7895
809,45,7,8,34,0.4,0.0848,0.4222,0.0098,63.0444
810,68,5,14,34,0.4706,0.0439,0.3529,0.0124,92.9118
812,131,10,16,36,0.5191,0.0932,0.2595,0.0175,86.3053
813,52,3,5,35,0.8269,0.1505,0.5577,0.0149,94.6346
814,24,4,4,59,0.875,0.0288,0.7917,0.0098,94.875
815,4,2,3,63,0.75,0.0127,0.5,0.0094,80
817,130,9,23,47,0.5,0.0891,0.1769,0.0119,82.4923
818,44,3,5,30,0.5,0.077,0.5,0.0113,79.2955
819,62,6,15,35,0.4677,0.0398,0.2903,0.0093,65.9355
820,120,6,13,30,0.5833,0.096,0.525,0.0325,80.725
821,24,4,3,36,0.75,0.0688,0.75,0.0093,73.4583
822,18,3,6,42,0.7222,0.0455,0.4444,0.0041,78.5556
823,1,1,1,92,1,0.0006,1,0.0005,92
824,22,6,9,41,0.4091,0.0123,0.2273,0.0026,69.0455
825,39,4,6,34,0.4615,0.0759,0.4872,0.0098,59.7692
827,59,7,13,36,0.2712,0.0675,0.1864,0.0057,82.322
828,8,3,4,53,0.625,0.0132,0.375,0.0015,97.25
829,108,7,14,31,0.537,0.2447,0.2593,0.0144,69.1204
830,2,1,1,30,1,0.0013,1,0.001,30
832,925,10,33,30,0.3914,0.4964,0.2659,0.1268,73.667
833,161,8,11,31,0.7019,0.4767,0.646,0.0536,73.5217
834,13,1,4,37,1,0.0031,0.6923,0.0049,80
835,2,1,1,50,1,0.0053,1,0.001,66
836,49,6,8,30,0.4694,0.097,0.4694,0.0119,64.8163
837,29,2,9,36,0.9655,0.107,0.2414,0.0263,74.1034
838,4,2,2,48,0.5,0.0013,0.5,0.001,53.25
839,55,6,11,43,0.6,0.1369,0.2364,0.0067,82.0182
841,20,5,6,40,0.55,0.0518,0.55,0.0057,74
842,186,8,11,31,0.6613,0.5188,0.6022,0.0577,75.3333
844,5,2,3,31,0.8,0.0115,0.6,0.0015,68.4
845,26,5,7,35,0.3462,0.038,0.2692,0.0036,62.6538
847,79,3,7,33,0.962,0.3206,0.5949,0.2204,72.1013
848,73,8,12,33,0.6438,0.0645,0.3151,0.0119,88.1644
849,12,4,4,31,0.4167,0.0207,0.4167,0.0026,79.1667
850,219,4,13,30,0.5616,0.3238,0.484,0.0546,82.8082
853,143,5,9,32,0.7063,0.476,0.6783,0.05,90.7622
854,264,10,18,32,0.5303,0.192,0.3485,0.0474,78.0985
855,158,6,10,30,0.5633,0.122,0.5443,0.0443,61.3797
856,9,2,3,48,0.7778,0.0045,0.4444,0.0021,66
858,371,8,26,32,0.4717,0.24,0.2264,0.0433,75.9084
859,801,3,19,30,0.8777,0.964,0.1785,0.0737,69.1623
860,5,3,2,75,0.6,0.0079,0.8,0.0021,78.2
861,14,4,6,49,0.3571,0.0132,0.2857,0.0021,60.0714
862,40,4,9,37,0.75,0.0411,0.3,0.0062,88.125
863,165,8,19,34,0.4909,0.1111,0.1818,0.0155,72.9636
864,23,5,7,49,0.6957,0.0754,0.6522,0.0077,77.8696
865,8,2,3,83,0.5,0.0169,0.5,0.0235,83
866,43,4,10,36,0.6279,0.112,0.2791,0.0062,65.8837
867,215,8,14,33,0.5349,0.1577,0.3023,0.0335,73.6698
868,538,8,25,30,0.3662,0.2701,0.355,0.0984,49.7862
869,166,6,14,30,0.8855,0.2016,0.5663,0.0484,73.3494
870,161,9,17,42,0.3478,0.0768,0.2671,0.0222,76.9876
871,9,3,4,85,0.6667,0.0283,0.4444,0.0021,85
872,10,4,5,90,0.4,0.0169,0.3,0.0015,103
873,178,8,21,30,0.5056,0.1234,0.2697,0.0247,79.4831
874,110,7,8,31,0.7364,0.1111,0.7364,0.0417,79.8091
875,12,3,6,54,0.4167,0.0175,0.3333,0.0021,62.25
876,46,5,5,36,0.7174,0.1369,0.6304,0.0149,81.8261
877,3,1,3,114,1,0.0086,0.3333,0.0005,114
878,120,10,19,37,0.4083,0.0672,0.2167,0.0134,74.6833
879,197,6,12,33,0.8223,0.6721,0.401,0.0407,82.0863
880,55,4,9,57,0.8182,0.1719,0.4182,0.0119,88.6364
881,37,1,4,36,1,0.009,0.8378,0.017,73.6757
882,13,4,6,59,0.6154,0.0211,0.2308,0.0015,74.3846
883,2,1,1,104,1,0.0005,1,0.0015,104
884,49,4,7,33,0.6327,0.1461,0.6327,0.016,78.449
885,101,8,14,37,0.6832,0.0946,0.4059,0.0211,73.8911
886,254,9,12,36,0.4016,0.1399,0.5,0.0654,81.6181
887,5,1,2,48,1,0.0012,0.8,0.0022,69.4
889,56,10,16,35,0.3214,0.0247,0.1786,0.0052,53.2857
890,67,7,13,36,0.5224,0.1476,0.3134,0.0108,66.8657
891,8,2,2,36,0.75,0.0038,0.75,0.0031,60.25
893,12,3,4,51,0.75,0.0237,0.5833,0.0036,77.1667
894,80,6,8,33,0.775,0.2615,0.775,0.032,63.5
895,58,5,10,48,0.6207,0.1519,0.6552,0.0196,101.3621
896,5,1,1,79,1,0.0032,1,0.0026,79.8
897,137,9,19,30,0.5036,0.0946,0.2263,0.016,67.6788
898,54,4,6,42,0.7593,0.1079,0.6852,0.0191,84.8148
900,55,2,4,35,0.6545,0.0229,0.6,0.017,83.0182
902,13,4,6,84,0.4615,0.0082,0.3077,0.0021,111.6923
903,332,10,24,31,0.5,0.2276,0.244,0.0417,70.6596
904,233,6,12,36,0.7339,0.7213,0.3863,0.0464,80.5107
905,1670,6,27,30,0.9389,2.1502,0.2665,0.2293,82.1126
908,107,4,10,30,0.8879,0.4007,0.4019,0.0222,73.1963
909,477,9,31,31,0.4633,0.3031,0.195,0.0479,75.522
910,35,7,11,47,0.4,0.0591,0.2857,0.0052,75.1143
911,11,3,6,31,0.6364,0.029,0.3636,0.0021,75.5455
912,32,2,3,35,0.9688,0.0816,0.75,0.0124,87.9375
913,64,6,15,40,0.375,0.0329,0.3906,0.0129,75.6094
914,23,6,8,33,0.5217,0.0506,0.4783,0.0057,89.6087
915,44,3,6,51,0.7727,0.1602,0.2273,0.0052,95.5
916,196,8,17,34,0.6582,0.1769,0.25,0.0253,73.1531
917,423,9,29,33,0.5154,0.2989,0.208,0.0454,84.7447
918,58,7,7,37,0.6724,0.0535,0.7414,0.0222,71.5862
919,282,8,16,32,0.5,0.5948,0.3156,0.0459,86.656
920,182,6,10,30,0.8297,0.2071,0.6209,0.0582,75.7363
921,84,7,17,47,0.2619,0.0302,0.3333,0.0144,88.2262
923,1,1,1,62,1,0.0026,1,0.0005,62
926,553,10,24,33,0.6184,0.469,0.3056,0.0871,74.7812
927,429,8,18,33,0.6667,0.3922,0.4755,0.1051,77.3986
928,107,10,16,31,0.2523,0.037,0.2897,0.016,79.1869
929,209,7,13,30,0.6077,0.5357,0.2632,0.0283,74.8182
930,172,8,18,30,0.4128,0.0974,0.343,0.0304,70.7209
931,179,8,15,30,0.5251,0.3965,0.3464,0.032,63.1676
932,119,8,15,35,0.5882,0.096,0.3782,0.0232,74.0588
933,23,5,7,40,0.3478,0.0377,0.4348,0.0052,69.0435
934,59,4,5,47,0.8136,0.2262,0.5424,0.0165,75.9831
936,209,6,12,30,0.5742,0.4978,0.3445,0.0371,76.5167
937,120,5,9,32,0.6417,0.2942,0.35,0.0216,69.4667
939,179,9,18,33,0.4469,0.3375,0.2626,0.0242,77.0279
940,67,6,10,34,0.8806,0.2489,0.4925,0.017,75.7313
942,122,6,15,30,0.4754,0.2447,0.3033,0.0191,86.877
943,170,9,17,30,0.3588,0.0836,0.3,0.0263,83.7471
945,179,9,16,32,0.3073,0.0754,0.2458,0.0227,74.2849
946,48,3,10,42,0.6458,0.0425,0.5833,0.0144,90.3125
947,59,8,13,37,0.6271,0.0507,0.2203,0.0067,81.0169
948,136,9,15,42,0.6029,0.1124,0.3088,0.0216,76.75
950,30,7,9,39,0.7333,0.0302,0.5333,0.0082,74.7667
951,20,2,5,41,0.6,0.0076,0.4,0.0041,69.45
952,463,10,19,30,0.4363,0.277,0.3261,0.0778,77.3045
953,16,1,4,44,1,0.0039,0.4375,0.0038,73.4375
954,46,6,11,35,0.6522,0.1265,0.413,0.0098,84.413
955,6,2,2,30,0.8333,0.0032,0.8333,0.0026,73.1667
956,262,6,10,30,0.5649,0.6243,0.355,0.0479,79.8053
957,65,6,9,31,0.7231,0.1796,0.7231,0.0242,78.5231
958,58,5,10,36,0.431,0.1055,0.4138,0.0124,77.5172
959,239,8,16,31,0.5983,0.1961,0.2218,0.0273,78.5272
960,106,5,10,35,0.8302,0.3651,0.4717,0.0258,90.9434
963,31,2,3,33,0.5806,0.0115,0.5484,0.0088,77.1613
964,812,10,33,30,0.4594,0.5115,0.197,0.0825,73.782
965,43,5,11,39,0.3488,0.0633,0.186,0.0041,85.5581
966,1283,10,25,30,0.4887,0.8598,0.2712,0.1793,77.4996
967,56,7,13,41,0.5714,0.0439,0.3214,0.0093,79.1071
968,44,3,5,33,0.9318,0.1566,0.9091,0.0206,44.6818
969,151,9,18,30,0.3113,0.0645,0.3444,0.0268,77.8344
970,116,9,13,35,0.6121,0.0974,0.2931,0.0175,69.1897
971,17,4,4,31,0.5294,0.038,0.6471,0.0057,78.3529
972,165,6,10,32,0.6,0.3782,0.3697,0.0314,73.1333
974,112,2,10,31,0.9554,0.3085,0.7589,0.0438,74.7589
975,2,2,2,44,0.5,0.0038,0.5,0.0005,44
976,12,4,6,102,0.6667,0.0377,0.5833,0.0036,105.25
